"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"IL4",0.0729433443769288,1.20580302725018,7.0662493550619,0.0670585648830739,0.795668660838327,1
"IL5",1.01005979095539,4.96697829131674,6.75265059442134,0.866242910844974,0.351997533931889,1
"IL5RA",0.310057067508256,1.23746482197188,6.95609156021714,0.0191974489474802,0.889801916453877,1
"IL6",1.25097609542427,-1.31520976086237,5.42196987970939,0.0376156044161888,0.846217047364602,1
"IL7",1.22657500126524,0.506202255019699,4.4829748686984,0.00803287783911344,0.928584165568585,1
"IL9",1.29352668003552,-2.43634884381024,4.93261800230448,0.23102331862437,0.630766089145718,1
"ILF2P1",0.17710632693911,-2.81014710581661,6.9866887251432,0.20177180325285,0.653294482497675,1
"ILRUNP1",0.075617215284843,1.23199169963035,7.06493714181433,0.0693261276788197,0.792320475380594,1
"IMMP1LP1",0.512559960963343,0.326768748410671,6.86092402514578,0.0013919739765953,0.97023849600683,1
"IMMTP1",0.265659490408665,-3.39907758368216,6.96388849718903,0.262124238100375,0.608664516453977,1
"IMPA1P1",1.19610309692303,-0.692769139552007,6.42334346943053,0.00719051778539637,0.932422841531844,1
"IMPDH1P2",0.0718129472132664,-1.62903736391168,7.06181899735966,0.0931199228914492,0.760247668236692,1
"IMPDH1P6",0.448748296699549,-2.47641774092728,6.94937789781373,0.0807482863681663,0.776285906008712,1
"IMPDH1P9",0.443007808077401,3.78989836212439,6.94358650753073,0.305320996990025,0.580565703251201,1
"IMPG1",5.27461862276359,2.35132782512618,2.64258340532818,1.06090923968658,0.303007900070005,1
"IMPG2",3.17942924686668,3.75828593994618,2.66364731050497,2.27575068567688,0.13141148206153,1
"INGX",0.088553163469555,-1.78187300169273,7.05480836661425,0.112260395635477,0.737585238124722,1
"INHCAP",2.66910997773808,2.50250528588188,4.08169625930469,0.567485016271817,0.451260038206402,1
"INMT",2.36111146148588,-0.0727934262490611,3.40426381335009,-0.00953482068304012,1,1
"INO80B-WBP1",0.590285420271182,-0.676376455297832,6.89887365772865,0.00596257876589057,0.938450332417775,1
"INSL4",1.14968141902345,-2.45981834133351,6.42764571286017,0.0933649813589845,0.759942087696234,1
"INSL5",1.37472568968584,1.00670077172295,6.05265716190358,0.0173625707608736,0.895168503638596,1
"INSL6",0.515233831871257,0.339085055937492,6.86060176689921,0.00149903530384776,0.969115718726689,1
"INSM2",0.912320918879086,3.144127831138,5.8884811130285,0.180462383144643,0.670976176573048,1
"INSRR",2.47454444891428,2.28786741223193,3.48741618420463,0.643431527264397,0.42247091627904,1
"INSYN2B",4.91877350044791,-6.21185731061905,2.81066923709164,4.96702140159458,0.0258351014439417,1
"INTS6P1",0.706406504158741,-0.585949545092383,5.50262584161642,0.00714646728585677,0.932629660744969,1
"IP6K3",0.33589531425246,-3.95127677803707,6.99755809525317,0.580809299157826,0.445995276241744,1
"IPCEF1",5.02773697966258,-5.56890662671946,2.38440533934189,5.91800432119744,0.0149869246365359,1
"IPO7P2",0.658204658987574,-4.71535387070155,6.93671014422855,0.415559840707765,0.519160953853453,1
"IPO8P1",0.088553163469555,-1.78187300169273,7.05480836661425,0.112260395635477,0.737585238124722,1
"IQANK1",2.1805080619088,-2.80194663404933,3.81108319201635,0.335907159533559,0.562201268340878,1
"IQCA1",4.72741145481262,0.154078640767972,2.2162403528737,0.00484195643923613,0.944524638481548,1
"IQCA1L",1.15515480085829,-1.2119505505729,4.58855468495676,0.0440087410593613,0.833837350733199,1
"IQCB2P",0.188334319893814,1.21596518246691,7.06687765793473,0.0683178791666732,0.793801876072498,1
